CPU,Memory,Disk,DiskType,InnoDB,Warehouse,Connections,TpmC,price per month,cost performance ratio,Load Avg Utl,Run Avg Utl,System,Platform,Region,Zone,Provider,IdleL,IdleR
1,3.75,500,1,64,1,10,4983,109.27,0.0219,93.4,92.1,A,GCP,Iowa,us-central1-a,Google,6.6,7.9
1,3.75,500,1,128,1,10,5409,109.27,0.0202,93.7,96.4,A,GCP,Iowa,us-central1-a,Google,6.3,3.6
1,3.75,500,1,256,1,10,5458,109.27,0.02,92.5,97,A,GCP,Iowa,us-central1-a,Google,7.5,3
1,3.75,500,1,512,1,10,5488,109.27,0.0199,92.9,96.8,A,GCP,Iowa,us-central1-a,Google,7.1,3.2
1,3.75,500,1,1024,1,10,5456,109.27,0.02,93.1,97.3,A,GCP,Iowa,us-central1-a,Google,6.9,2.7
2,7.5,500,1,16,1,10,3979,133.54,0.0336,56.6,69.2,B,GCP,Iowa,us-central1-a,Google,43.4,30.8
2,7.5,500,1,32,1,10,5724,133.54,0.0233,56.4,81.3,B,GCP,Iowa,us-central1-a,Google,43.6,18.7
2,7.5,500,1,64,1,10,7499,133.54,0.0178,56.9,92.1,B,GCP,Iowa,us-central1-a,Google,43.1,7.9
2,7.5,500,1,128,1,10,8444,133.54,0.0158,57,96.7,B,GCP,Iowa,us-central1-a,Google,43,3.3
2,7.5,500,1,256,1,10,8569,133.54,0.0156,56.1,97.1,B,GCP,Iowa,us-central1-a,Google,43.9,2.9
2,7.5,500,1,512,1,10,8562,133.54,0.0156,57.2,96.6,B,GCP,Iowa,us-central1-a,Google,42.8,3.4
2,7.5,500,1,1024,1,10,8479,133.54,0.0157,56.9,96.9,B,GCP,Iowa,us-central1-a,Google,43.1,3.1
4,15,500,1,16,1,10,4903,182.09,0.0371,29.3,51.4,C,GCP,Iowa,us-central1-a,Google,70.7,48.6
4,15,500,1,32,1,10,7939,182.09,0.0229,29.7,69.5,C,GCP,Iowa,us-central1-a,Google,70.3,30.5
4,15,500,1,64,1,10,12035,182.09,0.0151,28.2,84.1,C,GCP,Iowa,us-central1-a,Google,71.8,15.9
4,15,500,1,128,1,10,14117,182.09,0.0129,29.8,87.9,C,GCP,Iowa,us-central1-a,Google,70.2,12.1
4,15,500,1,256,1,10,14459,182.09,0.0126,28.6,90.4,C,GCP,Iowa,us-central1-a,Google,71.4,9.6
4,15,500,1,512,1,10,14362,182.09,0.0127,29.1,88.7,C,GCP,Iowa,us-central1-a,Google,70.9,11.3
4,15,500,1,1024,1,10,14376,182.09,0.0127,28.5,89.3,C,GCP,Iowa,us-central1-a,Google,71.5,10.7
8,30,500,1,16,1,10,5607,279.18,0.0498,15.3,32.6,D,GCP,Iowa,us-central1-a,Google,84.7,67.4
8,30,500,1,32,1,10,9366,279.18,0.0298,14.4,43.9,D,GCP,Iowa,us-central1-a,Google,85.6,56.1
8,30,500,1,64,1,10,15696,279.18,0.0178,15.6,59.1,D,GCP,Iowa,us-central1-a,Google,84.4,40.9
8,30,500,1,128,1,10,18873,279.18,0.0148,14.5,63.4,D,GCP,Iowa,us-central1-a,Google,85.5,36.6
8,30,500,1,256,1,10,19355,279.18,0.0144,14.9,64.7,D,GCP,Iowa,us-central1-a,Google,85.1,35.3
8,30,500,1,512,1,10,19177,279.18,0.0146,14.7,64.3,D,GCP,Iowa,us-central1-a,Google,85.3,35.7
8,30,500,1,1024,1,10,19427,279.18,0.0144,15.5,65.8,D,GCP,Iowa,us-central1-a,Google,84.5,34.2
1,3.75,500,1,16,5,10,2917,109.27,0.0375,92.7,77.8,A,GCP,Iowa,us-central1-a,Google,7.3,22.2
1,3.75,500,1,32,5,10,3253,109.27,0.0336,93.1,82.3,A,GCP,Iowa,us-central1-a,Google,6.9,17.7
1,3.75,500,1,64,5,10,3805,109.27,0.0287,92.6,86.5,A,GCP,Iowa,us-central1-a,Google,7.4,13.5
1,3.75,500,1,128,5,10,4379,109.27,0.025,92.7,93.1,A,GCP,Iowa,us-central1-a,Google,7.3,6.9
1,3.75,500,1,256,5,10,4778,109.27,0.0229,93,96.9,A,GCP,Iowa,us-central1-a,Google,7,3.1
1,3.75,500,1,512,5,10,4992,109.27,0.0219,92.5,96.8,A,GCP,Iowa,us-central1-a,Google,7.5,3.2
1,3.75,500,1,1024,5,10,5058,109.27,0.0216,92.8,97.1,A,GCP,Iowa,us-central1-a,Google,7.2,2.9
2,7.5,500,1,16,5,10,4068,133.54,0.0328,57.4,71.1,B,GCP,Iowa,us-central1-a,Google,42.6,28.9
2,7.5,500,1,32,5,10,4807,133.54,0.0278,57,77.8,B,GCP,Iowa,us-central1-a,Google,43,22.2
2,7.5,500,1,64,5,10,5740,133.54,0.0233,57.7,84.5,B,GCP,Iowa,us-central1-a,Google,42.3,15.5
2,7.5,500,1,128,5,10,6935,133.54,0.0193,56.9,91,B,GCP,Iowa,us-central1-a,Google,43.1,9
2,7.5,500,1,256,5,10,7977,133.54,0.0167,56.3,96.8,B,GCP,Iowa,us-central1-a,Google,43.7,3.2
2,7.5,500,1,512,5,10,8513,133.54,0.0157,56.8,97.3,B,GCP,Iowa,us-central1-a,Google,43.2,2.7
2,7.5,500,1,1024,5,10,8645,133.54,0.0154,57.1,97.3,B,GCP,Iowa,us-central1-a,Google,42.9,2.7
4,15,500,1,16,5,10,5047,182.09,0.0361,27.5,52.2,C,GCP,Iowa,us-central1-a,Google,72.5,47.8
4,15,500,1,32,5,10,6601,182.09,0.0276,28.9,63.7,C,GCP,Iowa,us-central1-a,Google,71.1,36.3
4,15,500,1,64,5,10,8658,182.09,0.021,28.3,74.6,C,GCP,Iowa,us-central1-a,Google,71.7,25.4
4,15,500,1,128,5,10,11448,182.09,0.0159,29.6,86.1,C,GCP,Iowa,us-central1-a,Google,70.4,13.9
4,15,500,1,256,5,10,14005,182.09,0.013,28.1,91.7,C,GCP,Iowa,us-central1-a,Google,71.9,8.3
4,15,500,1,512,5,10,15329,182.09,0.0119,28.4,95.7,C,GCP,Iowa,us-central1-a,Google,71.6,4.3
4,15,500,1,1024,5,10,15695,182.09,0.0116,28.8,96.8,C,GCP,Iowa,us-central1-a,Google,71.2,3.2
8,30,500,1,16,5,10,6286,279.18,0.0444,15.2,31.8,D,GCP,Iowa,us-central1-a,Google,84.8,68.2
8,30,500,1,32,5,10,8728,279.18,0.032,15.7,40.2,D,GCP,Iowa,us-central1-a,Google,84.3,59.8
8,30,500,1,64,5,10,11381,279.18,0.0245,14.8,52.9,D,GCP,Iowa,us-central1-a,Google,85.2,47.1
8,30,500,1,128,5,10,16264,279.18,0.0172,15,70.3,D,GCP,Iowa,us-central1-a,Google,85,29.7
8,30,500,1,256,5,10,20890,279.18,0.0134,14.3,74.5,D,GCP,Iowa,us-central1-a,Google,85.7,25.5
8,30,500,1,512,5,10,22429,279.18,0.0124,15.8,78.9,D,GCP,Iowa,us-central1-a,Google,84.2,21.1
8,30,500,1,1024,5,10,23689,279.18,0.0118,14.5,77.6,D,GCP,Iowa,us-central1-a,Google,85.5,22.4
16,60,10,1,16,1,10,1510,390.06,0.2583,6.2,2.8,F,GCP,Iowa,us-central1-a,Google,93.8,97.2
16,60,10,1,32,1,10,3452,390.06,0.113,6.8,5.2,F,GCP,Iowa,us-central1-a,Google,93.2,94.8
16,60,10,1,64,1,10,9251,390.06,0.0422,6.3,11.3,F,GCP,Iowa,us-central1-a,Google,93.7,88.7
16,60,10,1,128,1,10,21761,390.06,0.0179,7.1,25.7,F,GCP,Iowa,us-central1-a,Google,92.9,74.3
16,60,10,1,256,1,10,23760,390.06,0.0164,6.5,27.6,F,GCP,Iowa,us-central1-a,Google,93.5,72.4
16,60,10,1,512,1,10,24026,390.06,0.0162,7,28.1,F,GCP,Iowa,us-central1-a,Google,93,71.9
16,60,10,1,1024,1,10,23012,390.06,0.017,6.9,27.2,F,GCP,Iowa,us-central1-a,Google,93.1,72.8
16,60,10,1,16,5,10,1155,390.06,0.3377,6.7,2.9,F,GCP,Iowa,us-central1-a,Google,93.3,97.1
16,60,10,1,32,5,10,1719,390.06,0.2269,6.1,3.6,F,GCP,Iowa,us-central1-a,Google,93.9,96.4
16,60,10,1,64,5,10,2794,390.06,0.1396,6.9,5.4,F,GCP,Iowa,us-central1-a,Google,93.1,94.6
16,60,10,1,128,5,10,5225,390.06,0.0747,6.5,7.9,F,GCP,Iowa,us-central1-a,Google,93.5,92.1
16,60,10,1,256,5,10,9228,390.06,0.0423,6.4,12.1,F,GCP,Iowa,us-central1-a,Google,93.6,87.9
16,60,10,1,512,5,10,12257,390.06,0.0318,6.6,16.1,F,GCP,Iowa,us-central1-a,Google,93.4,83.9
16,60,10,1,1024,5,10,12228,390.06,0.0319,6.8,15.7,F,GCP,Iowa,us-central1-a,Google,93.2,84.3
16,60,500,1,16,1,10,6149,473.36,0.077,6.2,12.3,F,GCP,Iowa,us-central1-a,Google,93.8,87.7
16,60,500,1,32,1,10,11218,473.36,0.0422,6.1,17.3,F,GCP,Iowa,us-central1-a,Google,93.9,82.7
16,60,500,1,64,1,10,18643,473.36,0.0254,6.7,24.4,F,GCP,Iowa,us-central1-a,Google,93.3,75.6
16,60,500,1,128,1,10,23433,473.36,0.0202,6.3,26.7,F,GCP,Iowa,us-central1-a,Google,93.7,73.3
16,60,500,1,256,1,10,24232,473.36,0.0195,6.5,27.4,F,GCP,Iowa,us-central1-a,Google,93.5,72.6
16,60,500,1,512,1,10,24047,473.36,0.0197,6.7,26.8,F,GCP,Iowa,us-central1-a,Google,93.3,73.2
16,60,500,1,1024,1,10,23497,473.36,0.0201,6.3,27.2,F,GCP,Iowa,us-central1-a,Google,93.7,72.8
16,60,500,1,16,5,10,7032,473.36,0.0673,6.5,13.2,F,GCP,Iowa,us-central1-a,Google,93.5,86.8
16,60,500,1,32,5,10,9862,473.36,0.048,6.7,14.7,F,GCP,Iowa,us-central1-a,Google,93.3,85.3
16,60,500,1,64,5,10,13296,473.36,0.0356,6.4,19.8,F,GCP,Iowa,us-central1-a,Google,93.6,80.2
16,60,500,1,128,5,10,19632,473.36,0.0241,6.9,26.2,F,GCP,Iowa,us-central1-a,Google,93.1,73.8
16,60,500,1,256,5,10,26142,473.36,0.0181,6.2,36.8,F,GCP,Iowa,us-central1-a,Google,93.8,63.2
16,60,500,1,512,5,10,29043,473.36,0.0163,6.1,41.7,F,GCP,Iowa,us-central1-a,Google,93.9,58.3
16,60,500,1,1024,5,10,30266,473.36,0.0156,6.8,42.5,F,GCP,Iowa,us-central1-a,Google,93.2,57.5
12,45,10,0,16,1,10,1458,306.06,0.2099,9.3,3.1,E,GCP,Iowa,us-central1-a,Google,90.7,96.9
12,45,10,0,32,1,10,3318,306.06,0.0922,8.7,7.5,E,GCP,Iowa,us-central1-a,Google,91.3,92.5
12,45,10,0,64,1,10,9974,306.06,0.0307,8.9,21.7,E,GCP,Iowa,us-central1-a,Google,91.1,78.3
12,45,10,0,128,1,10,22095,306.06,0.0139,8.5,41.6,E,GCP,Iowa,us-central1-a,Google,91.5,58.4
12,45,10,0,256,1,10,23182,306.06,0.0132,8.6,43.7,E,GCP,Iowa,us-central1-a,Google,91.4,56.3
12,45,10,0,512,1,10,23378,306.06,0.0131,9.3,43.3,E,GCP,Iowa,us-central1-a,Google,90.7,56.7
12,45,10,0,1024,1,10,23528,306.06,0.013,8.6,44.8,E,GCP,Iowa,us-central1-a,Google,91.4,56.7
12,45,10,0,16,5,10,872,306.06,0.351,9,2.6,E,GCP,Iowa,us-central1-a,Google,91,97.4
12,45,10,0,32,5,10,1182,306.06,0.2589,8.8,3.5,E,GCP,Iowa,us-central1-a,Google,91.2,96.5
12,45,10,0,64,5,10,1592,306.06,0.1922,8.6,4.1,E,GCP,Iowa,us-central1-a,Google,91.4,95.9
12,45,10,0,128,5,10,3421,306.06,0.0895,9.1,7.9,E,GCP,Iowa,us-central1-a,Google,90.9,92.1
12,45,10,0,256,5,10,8466,306.06,0.0362,8.9,16.4,E,GCP,Iowa,us-central1-a,Google,91.1,83.6
12,45,10,0,512,5,10,24776,306.06,0.0124,8.7,47.9,E,GCP,Iowa,us-central1-a,Google,91.3,52.1
12,45,10,0,1024,5,10,23651,306.06,0.0129,9.2,47.2,E,GCP,Iowa,us-central1-a,Google,90.8,52.8
12,45,500,0,16,1,10,3217,325.66,0.1012,8.6,7.8,E,GCP,Iowa,us-central1-a,Google,91.4,92.2
12,45,500,0,32,1,10,8176,325.66,0.0398,9.2,16.2,E,GCP,Iowa,us-central1-a,Google,90.8,83.8
12,45,500,0,64,1,10,14461,325.66,0.0225,8.7,25.6,E,GCP,Iowa,us-central1-a,Google,91.3,74.4
12,45,500,0,128,1,10,22189,325.66,0.0147,8.4,34.5,E,GCP,Iowa,us-central1-a,Google,91.6,65.5
12,45,500,0,256,1,10,23003,325.66,0.0142,9.3,35.8,E,GCP,Iowa,us-central1-a,Google,90.7,64.2
12,45,500,0,512,1,10,23071,325.66,0.0141,8.6,34.9,E,GCP,Iowa,us-central1-a,Google,91.4,65.1
12,45,500,0,1024,1,10,23060,325.66,0.0141,9.1,35.7,E,GCP,Iowa,us-central1-a,Google,90.9,64.3
12,45,500,0,16,5,10,2713,325.66,0.12,9.3,7.1,E,GCP,Iowa,us-central1-a,Google,90.7,92.9
12,45,500,0,32,5,10,3760,325.66,0.0866,8.8,9.2,E,GCP,Iowa,us-central1-a,Google,91.2,90.8
12,45,500,0,64,5,10,5554,325.66,0.0586,8.7,13.2,E,GCP,Iowa,us-central1-a,Google,91.3,86.8
12,45,500,0,128,5,10,10767,325.66,0.0302,8.9,24.8,E,GCP,Iowa,us-central1-a,Google,91.1,75.2
12,45,500,0,256,5,10,18414,325.66,0.0177,8.8,44.2,E,GCP,Iowa,us-central1-a,Google,91.2,55.8
12,45,500,0,512,5,10,25927,325.66,0.0126,9.2,53.4,E,GCP,Iowa,us-central1-a,Google,90.8,46.6
12,45,500,0,1024,5,10,27408,325.66,0.0119,8.6,56.7,E,GCP,Iowa,us-central1-a,Google,91.4,43.3
12,45,10,1,16,1,10,1536,307.36,0.2001,8.9,4.4,E,GCP,Iowa,us-central1-a,Google,91.1,95.6
12,45,10,1,32,1,10,3491,307.36,0.088,8.7,7.8,E,GCP,Iowa,us-central1-a,Google,91.3,92.2
12,45,10,1,64,1,10,9002,307.36,0.0341,9.1,18.7,E,GCP,Iowa,us-central1-a,Google,90.9,81.3
12,45,10,1,128,1,10,20680,307.36,0.0149,9.2,34.8,E,GCP,Iowa,us-central1-a,Google,90.8,65.2
12,45,10,1,256,1,10,21464,307.36,0.0143,8.8,35.9,E,GCP,Iowa,us-central1-a,Google,91.2,64.1
12,45,10,1,512,1,10,21606,307.36,0.0142,8.9,36.3,E,GCP,Iowa,us-central1-a,Google,91.1,63.7
12,45,10,1,1024,1,10,21663,307.36,0.0142,9.1,36.6,E,GCP,Iowa,us-central1-a,Google,90.9,63.7
12,45,10,1,16,5,10,1206,307.36,0.2549,8.7,4.6,E,GCP,Iowa,us-central1-a,Google,91.3,95.4
12,45,10,1,32,5,10,1837,307.36,0.1673,8.5,5.8,E,GCP,Iowa,us-central1-a,Google,91.5,94.2
12,45,10,1,64,5,10,3015,307.36,0.1019,9.2,7.6,E,GCP,Iowa,us-central1-a,Google,90.8,92.4
12,45,10,1,128,5,10,5435,307.36,0.0566,9.1,11.6,E,GCP,Iowa,us-central1-a,Google,90.9,88.4
12,45,10,1,256,5,10,9711,307.36,0.0317,8.8,20.8,E,GCP,Iowa,us-central1-a,Google,91.2,79.2
12,45,10,1,512,5,10,12711,307.36,0.0242,8.9,27.8,E,GCP,Iowa,us-central1-a,Google,91.1,72.2
12,45,10,1,1024,5,10,12503,307.36,0.0246,8.7,28.3,E,GCP,Iowa,us-central1-a,Google,91.3,71.7
12,45,500,1,16,1,10,5534,390.66,0.0706,8.8,14.7,E,GCP,Iowa,us-central1-a,Google,91.2,85.3
12,45,500,1,32,1,10,9415,390.66,0.0415,8.9,20.8,E,GCP,Iowa,us-central1-a,Google,91.1,79.2
12,45,500,1,64,1,10,15879,390.66,0.0246,9.2,27.8,E,GCP,Iowa,us-central1-a,Google,90.8,72.2
12,45,500,1,128,1,10,19823,390.66,0.0197,9.2,38.1,E,GCP,Iowa,us-central1-a,Google,90.8,61.9
12,45,500,1,256,1,10,20006,390.66,0.0195,8.6,37.6,E,GCP,Iowa,us-central1-a,Google,91.4,62.4
12,45,500,1,512,1,10,20428,390.66,0.0191,9.1,38.7,E,GCP,Iowa,us-central1-a,Google,90.9,61.3
12,45,500,1,1024,1,10,20971,390.66,0.0186,8.9,39.3,E,GCP,Iowa,us-central1-a,Google,91.1,60.7
12,45,500,1,16,5,10,6287,390.66,0.0621,8.7,15.9,E,GCP,Iowa,us-central1-a,Google,91.3,84.1
12,45,500,1,32,5,10,8870,390.66,0.044,8.9,18.4,E,GCP,Iowa,us-central1-a,Google,91.1,81.6
12,45,500,1,64,5,10,12111,390.66,0.0323,8.8,27.3,E,GCP,Iowa,us-central1-a,Google,91.2,72.7
12,45,500,1,128,5,10,17950,390.66,0.0218,9.1,35.2,E,GCP,Iowa,us-central1-a,Google,90.9,64.8
12,45,500,1,256,5,10,23970,390.66,0.0163,9.3,44.6,E,GCP,Iowa,us-central1-a,Google,90.7,55.4
12,45,500,1,512,5,10,26818,390.66,0.0146,9.1,52.7,E,GCP,Iowa,us-central1-a,Google,90.9,47.3
12,45,500,1,1024,5,10,28319,390.66,0.0138,9.2,59.1,E,GCP,Iowa,us-central1-a,Google,90.8,40.9
